Species_Name	EMBL	Phylum	p.value	GENOME_GC	GENOME_Size	GC_Core_1.21_CDS%	GC_Rfam_Core%	Avoidance_Group	Intrinsic
Dictyoglomus turgidum DSM 6724	CP001251.1	Dictyoglomi	9.55E-16	0.34	1855560	31.43699958	60.41425021	Avoidance	2.63E-24
Shewanella baltica OS223	CP001252.1	Proteobacteria	4.39E-06	0.46	5145902	39.05597327	56.31128405	Avoidance	1.17E-23
Thermomicrobium roseum DSM 5159	CP001275.1	Chloroflexi	0.8616071561	0.64	2003006	56.80272109	65.05677004	Non-Avoidance	2.98E-08
Candidatus Hamiltonella defensa 5AT (Acyrthosiphon pisum)	CP001277.1	Proteobacteria	0.001046510033	0.4	2110331	33.58843537	54.65343024	Avoidance	1.20E-21
Nautilia profundicola AmH	CP001279.1	Proteobacteria	0.04312312111	0.34	1676444	29.15622389	59.02448282	Avoidance	5.90E-22
Methylocella silvestris BL2	CP001280.1	Proteobacteria	0.8741496129	0.63	4305430	52.71807838	60.15625	Non-Avoidance	3.91E-09
Thauera sp. MZ1T	CP001281.2	Proteobacteria	0.2748208133	0.68	4496212	52.79866333	59.63958366	Non-Avoidance	7.53E-08
Bacillus cereus AH820	CP001283.1	Firmicutes	5.19E-11	0.35	5302683	33.45975558	55.34092785	Avoidance	1.11E-21
Cyanothece sp. PCC 8801	CP001287.1	Cyanobacteria	0.00247503211	0.4	4679413	41.0192147	55.34014194	Avoidance	1.21E-19
Cyanothece sp. PCC 7424	CP001291.1	Cyanobacteria	0.002291567888	0.39	5942652	39.30659983	55.15324758	Avoidance	2.26E-20
Methylobacterium chloromethanicum CM4	CP001298.1	Proteobacteria	0.03955048965	0.68	5777908	58.14536341	61.21345276	Avoidance	0.0005236667
Rhodobacter capsulatus SB 1003	CP001312.1	Proteobacteria	0.5236110414	0.67	3738958	53.04928989	59.81410607	Non-Avoidance	1.39E-08
Haemophilus parasuis SH0165	CP001321.1	Proteobacteria	1.18E-23	0.4	2269156	35.88137009	54.15138379	Avoidance	1.17E-20
Desulfatibacillum alkenivorans AK-01	CP001322.1	Proteobacteria	1.97E-10	0.54	6517073	41.9721871	58.14928711	Avoidance	9.77E-22
Desulfitobacterium hafniense DCB-2	CP001336.1	Firmicutes	0.06751592091	0.48	5279134	38.51294904	56.52705595	Non-Avoidance	5.84E-23
Chloroflexus aggregans DSM 9485	CP001337.1	Chloroflexi	0.9871266203	0.56	4684931	47.10884354	61.67634005	Non-Avoidance	4.70E-18
Thioalkalivibrio sulfidophilus HL-EbGr7	CP001339.1	Proteobacteria	0.45435308	0.65	3464554	51.78571429	59.59264126	Non-Avoidance	1.09E-09
Caulobacter crescentus NA1000	CP001340.1	Proteobacteria	0.9999828896	0.67	4042929	56.85045948	59.9855413	Non-Avoidance	0.0006597598
Arthrobacter chlorophenolicus A6	CP001341.1	Actinobacteria	0.0004972514635	0.66	4395537	54.997855	59.61002786	Avoidance	5.87E-06
Cyanothece sp. PCC 7425	CP001344.1	Cyanobacteria	0.2349939912	0.51	5374574	44.44444444	56.19095816	Non-Avoidance	5.02E-14
Clostridium cellulolyticum H10	CP001348.1	Firmicutes	0.2211873872	0.37	4068724	32.65306122	53.78961124	Non-Avoidance	5.04E-24
Methylobacterium nodulans ORS 2060	CP001349.1	Proteobacteria	0.8316447952	0.69	7772460	60.52631579	62.13375796	Non-Avoidance	0.1052368
Brachyspira hyodysenteriae WA1	CP001357.1	Spirochaetes	3.74E-19	0.27	3000694	27.30720607	52.13114754	Avoidance	8.56E-21
Desulfovibrio desulfuricans subsp. desulfuricans str. ATCC 27774	CP001358.1	Proteobacteria	0.001191693488	0.58	2873437	45.06493506	58.08352981	Avoidance	1.89E-14
Anaeromyxobacter dehalogenans 2CP-1	CP001359.1	Proteobacteria	0.9999997344	0.75	5029329	61.4833544	62.50628246	Non-Avoidance	0.107464
Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S	CP001363.1	Proteobacteria	0.0002824489142	0.52	4870265	41.93817878	57.31801956	Avoidance	7.39E-19
Chloroflexus sp. Y-400-fl	CP001364.1	Chloroflexi	0.3980174415	0.57	5268950	45.83333333	62.13940154	Non-Avoidance	1.63E-19
Escherichia coli O157:H7 str. TW14359	CP001368.1	Proteobacteria	1.39E-16	0.51	5528136	41.43692565	57.50130005	Avoidance	1.07E-23
Shigella flexneri 2002017	CP001383.1	Proteobacteria	3.24E-21	0.51	4650856	42.60204082	57.37750557	Avoidance	6.77E-22
Sinorhizobium fredii NGR234	CP001389.1	Proteobacteria	0.0001670329907	0.63	3925702	50.23177413	59.86211535	Avoidance	3.06E-14
Geobacter sp. FRC-32	CP001390.1	Proteobacteria	0.9205557835	0.53	4304501	39.30659983	57.91493444	Non-Avoidance	1.23E-22
Wolbachia sp. wRi	CP001391.1	Proteobacteria	4.15E-06	0.35	1445873	28.65646259	50.74859032	Avoidance	1.68E-20
Acidovorax ebreus TPSY	CP001392.1	Proteobacteria	0.6773548776	0.67	3796573	50.08354219	57.8886693	Non-Avoidance	3.98E-09
Caldicellulosiruptor bescii DSM 6725	CP001393.1	Firmicutes	0.3501988225	0.35	2919718	33.50189633	58.94405043	Non-Avoidance	1.37E-24
Escherichia coli BW2952	CP001396.1	Proteobacteria	5.46E-20	0.51	4578159	41.35338346	57.64578164	Avoidance	1.11E-20
Bacillus cereus 03BB102	CP001407.1	Firmicutes	3.91E-10	0.35	5269628	33.88116308	54.99080421	Avoidance	7.17E-21
Burkholderia pseudomallei MSHR346	CP001408.1	Proteobacteria	1.26E-05	0.68	4098576	49.87244898	58.96234039	Avoidance	8.43E-09
Blattabacterium sp. (Periplaneta americana) str. BPLAN	CP001429.2	Bacteroidetes	9.09E-11	0.28	636994	25.2154195	48.39893942	Avoidance	9.87E-19
Neorickettsia risticii str. Illinois	CP001431.1	Proteobacteria	1.27E-05	0.41	879977	37.88265306	53.44526821	Avoidance	6.03E-16
Acidobacterium capsulatum ATCC 51196	CP001472.1	Acidobacteria	0.0004246591699	0.6	4127356	49.37343358	59.51308988	Avoidance	8.58E-12
Vibrio cholerae MJ-1236	CP001485.1	Proteobacteria	1.41E-19	0.48	3149584	40.41184041	56.30105018	Avoidance	9.02E-22
Blattabacterium sp. (Blattella germanica) str. Bge	CP001487.1	Bacteroidetes	5.99E-10	0.27	636850	24.25876011	48.50776778	Avoidance	6.13E-19
Brucella melitensis ATCC 23457	CP001488.1	Proteobacteria	9.72E-15	0.57	2125701	47.27584728	59.35018051	Avoidance	1.03E-15
Burkholderia glumae BGR1	CP001503.2	Proteobacteria	0.0003975837392	0.68	3906507	48.63042562	59.25155925	Avoidance	7.70E-12
Escherichia coli BL21(DE3)	CP001509.3	Proteobacteria	3.49E-20	0.51	4558953	41.52046784	57.53732541	Avoidance	9.01E-20
Methylobacterium extorquens AM1	CP001510.1	Proteobacteria	0.009753099941	0.69	5511322	58.89724311	60.96275474	Avoidance	0.004778604
Bifidobacterium animalis subsp. lactis Bl-04	CP001515.1	Actinobacteria	3.52E-09	0.6	1938709	48.96103896	59.46401483	Avoidance	5.71E-14
Neisseria meningitidis alpha710	CP001561.1	Proteobacteria	0.544124939	0.52	2242947	40.66582385	56.95059905	Non-Avoidance	6.98E-19
Bartonella grahamii as4aup	CP001562.1	Proteobacteria	3.02E-05	0.38	2341328	37.32303732	56.29248576	Avoidance	7.85E-20
Brucella microti CCM 4915	CP001578.1	Proteobacteria	2.00E-10	0.57	2117050	47.7048477	59.28332714	Avoidance	2.51E-14
Clostridium botulinum A2 str. Kyoto	CP001581.1	Firmicutes	9.09E-13	0.28	4155278	29.04332904	53.87851254	Avoidance	6.25E-23
Helicobacter pylori v225d	CP001582.1	Proteobacteria	1.69E-07	0.39	1588278	33.29043329	52.18548081	Avoidance	1.41E-20
Rickettsia prowazekii Rp22	CP001584.1	Proteobacteria	0.0003946372196	0.29	1111612	25.2512014	51.69997939	Avoidance	3.74E-20
Yersinia pestis D106004	CP001585.1	Proteobacteria	3.45E-25	0.48	4640720	41.25457875	56.73091992	Avoidance	2.04E-20
Yersinia pestis D182038	CP001589.1	Proteobacteria	2.27E-13	0.48	4626944	41.97012138	56.73769978	Avoidance	1.15E-18
Yersinia pestis Z176003	CP001593.1	Proteobacteria	7.70E-14	0.48	4553586	41.57509158	56.68499607	Avoidance	3.00E-19
Bacillus anthracis str. A0248	CP001598.1	Firmicutes	2.30E-12	0.35	5227419	33.7585034	55.61866749	Avoidance	3.76E-23
Edwardsiella ictaluri 93-146	CP001600.1	Proteobacteria	2.74E-11	0.57	3812315	44.76190476	57.35974552	Avoidance	1.29E-16
Corynebacterium aurimucosum ATCC 700975	CP001601.1	Actinobacteria	3.98E-08	0.61	2790189	51.08225108	58.58585859	Avoidance	1.34E-10
Listeria monocytogenes 08-5578	CP001602.1	Firmicutes	3.47E-05	0.38	3032288	33.79688158	54.93736782	Avoidance	2.56E-21
Listeria monocytogenes 08-5923	CP001604.1	Firmicutes	3.47E-05	0.38	2999054	33.79688158	54.93736782	Avoidance	2.56E-21
Bifidobacterium animalis subsp. lactis DSM 10140	CP001606.1	Actinobacteria	3.52E-09	0.6	1938483	48.96103896	59.46401483	Avoidance	5.71E-14
Aggregatibacter aphrophilus NJ8700	CP001607.1	Proteobacteria	3.22E-13	0.42	2313035	35.17126149	55.04651571	Avoidance	2.47E-21
Yersinia pestis biovar Medievalis str. Harbin 35	CP001608.1	Proteobacteria	4.44E-11	0.48	4532063	40.89390142	56.73091992	Avoidance	1.99E-21
Rickettsia africae ESF-5	CP001612.1	Proteobacteria	0.3706679281	0.32	1278540	28.22510823	51.9446672	Non-Avoidance	2.00E-19
Teredinibacter turnerae T7901	CP001614.2	Proteobacteria	2.68E-06	0.51	5193164	40.98639456	57.03361195	Avoidance	1.09E-20
Exiguobacterium sp. AT1b	CP001615.1	Firmicutes	0.2112619579	0.48	2999895	38.64306785	57.28610707	Non-Avoidance	1.91E-22
Tolumonas auensis DSM 9187	CP001616.1	Proteobacteria	0.009613880113	0.49	3471292	40.68504595	56.66718051	Avoidance	1.33E-20
Lactobacillus plantarum JDM1	CP001617.1	Firmicutes	0.02748310187	0.45	3197759	36.19047619	53.08362932	Avoidance	3.12E-21
Beutenbergia cavernae DSM 12333	CP001618.1	Actinobacteria	0.5678093184	0.73	4669183	64.58333333	62.52393386	Non-Avoidance	0.3040908
Dyadobacter fermentans DSM 18053	CP001619.1	Bacteroidetes	1.60E-10	0.52	6967790	36.13945578	54.71363905	Avoidance	1.40E-17
Corynebacterium kroppenstedtii DSM 44385	CP001620.1	Actinobacteria	0.615329424	0.57	2446804	49.9781564	59.38731637	Non-Avoidance	1.30E-11
Rhizobium leguminosarum bv. trifolii WSM1325	CP001622.1	Proteobacteria	0.8571956358	0.61	4767043	49.26253687	59.15080527	Non-Avoidance	7.58E-14
Micrococcus luteus NCTC 2665	CP001628.1	Actinobacteria	0.9922872663	0.73	2501097	62.79761905	61.77632709	Non-Avoidance	0.83616
Desulfomicrobium baculatum DSM 4028	CP001629.1	Proteobacteria	0.02915877834	0.59	3942657	42.85714286	57.91599354	Avoidance	4.27E-18
Actinosynnema mirum DSM 43827	CP001630.1	Actinobacteria	0.999995527	0.74	8248144	63.84323641	62.15903455	Non-Avoidance	0.1106845
Acidimicrobium ferrooxidans DSM 10331	CP001631.1	Actinobacteria	0.6353266748	0.68	2158157	61.21836122	63.96001403	Non-Avoidance	0.004315854
Capnocytophaga ochracea DSM 7271	CP001632.1	Bacteroidetes	0.7605107189	0.4	2612925	29.17748918	52.1780303	Non-Avoidance	3.55E-21
Francisella tularensis subsp. tularensis NE061598	CP001633.1	Proteobacteria	0.003370498366	0.32	1892681	27.84863946	53.31637644	Avoidance	2.39E-20
Kosmotoga olearia TBF 19.5.1	CP001634.1	Thermotogae	9.17E-09	0.42	2302126	38.47789116	61.82565508	Avoidance	1.47E-22
Variovorax paradoxus S110	CP001635.1	Proteobacteria	0.005342053873	0.68	5626353	51.87969925	57.18982523	Avoidance	2.47E-05
Escherichia coli DH1	CP001637.1	Proteobacteria	3.04E-21	0.51	4630707	41.60401003	57.37503833	Avoidance	4.88E-20
Geobacillus sp. WCH70	CP001638.1	Firmicutes	1.70E-10	0.43	3464618	36.83101559	57.94734619	Avoidance	5.76E-25
Mycobacterium tuberculosis CCDC5079	CP001641.1	Actinobacteria	0.9995137488	0.66	4398812	59.97171146	61.2716763	Non-Avoidance	0.06002676
Brachybacterium faecium DSM 4810	CP001643.1	Actinobacteria	0.1070013528	0.72	3614992	61.8622449	60.89623445	Non-Avoidance	0.9868957
Ralstonia pickettii 12D	CP001644.1	Proteobacteria	8.85E-07	0.64	3647724	50.65318163	58.40534812	Avoidance	5.23E-11
Desulfovibrio salexigens DSM 2638	CP001649.1	Proteobacteria	7.14E-06	0.47	4289847	38.3480826	56.66824122	Avoidance	5.67E-23
Zunongwangia profunda SM-A87	CP001650.1	Bacteroidetes	4.06E-06	0.36	5128187	31.54761905	52.72620676	Avoidance	5.94E-20
Dickeya dadantii Ech703	CP001654.1	Proteobacteria	1.80E-16	0.55	4679450	42.23057644	57.45961356	Avoidance	6.13E-19
Dickeya zeae Ech1591	CP001655.1	Proteobacteria	2.04E-11	0.55	4813854	42.09860936	57.37392959	Avoidance	4.03E-19
Paenibacillus sp. JDR-2	CP001656.1	Firmicutes	0.004169659029	0.5	7184930	39.97493734	57.23733654	Avoidance	3.22E-23
Pectobacterium carotovorum subsp. carotovorum PC1	CP001657.1	Proteobacteria	5.55E-05	0.52	4862913	41.97994987	56.78560051	Avoidance	2.25E-18
Mycobacterium tuberculosis KZN 1435	CP001658.1	Actinobacteria	0.9999985369	0.66	4398250	59.82683983	61.28867732	Non-Avoidance	0.07145127
Geobacter sp. M21	CP001661.1	Proteobacteria	0.03372159113	0.6	4745806	41.10275689	57.98862064	Avoidance	1.59E-19
Mycobacterium tuberculosis KZN 4207	CP001662.1	Actinobacteria	0.9999968087	0.66	4394985	59.48051948	61.2716763	Non-Avoidance	0.03990657
Escherichia coli 'BL21-Gold(DE3)pLysS AG'	CP001665.1	Proteobacteria	3.36E-16	0.51	4570938	41.64578112	57.53732541	Avoidance	8.98E-20
Clostridium ljungdahlii DSM 13528	CP001666.1	Firmicutes	0.009971781808	0.31	4630065	29.000429	53.31624479	Avoidance	9.00E-24
Escherichia coli ABU 83972	CP001671.1	Proteobacteria	6.22E-24	0.51	5131397	42.12784213	57.58736971	Avoidance	6.35E-20
Methylotenera mobilis JLW8	CP001672.1	Proteobacteria	0.001314578974	0.46	2547570	35.71428571	55.49834498	Avoidance	4.86E-21
Flavobacteriaceae bacterium 3519-10	CP001673.1	Bacteroidetes	0.5240004382	0.43	2768102	30.44997816	52.39509105	Non-Avoidance	3.78E-20
Methylovorus glucosetrophus SIP3-4	CP001674.1	Proteobacteria	1.11E-15	0.55	2995511	41.47869674	56.87002653	Avoidance	1.24E-16
Candidatus Liberibacter asiaticus str. psy62	CP001677.5	Proteobacteria	1.97E-08	0.36	1227328	35.23809524	55.21004942	Avoidance	1.09E-16
Hirschia baltica ATCC 49814	CP001678.1	Proteobacteria	0.379127294	0.45	3455622	41.89640769	56.6439347	Non-Avoidance	8.04E-16
Helicobacter pylori 52	CP001680.1	Proteobacteria	1.27E-06	0.39	1568826	33.29004329	52.18548081	Avoidance	2.07E-20
Pedobacter heparinus DSM 2366	CP001681.1	Bacteroidetes	0.03604905915	0.42	5167383	31.42006803	52.50144872	Avoidance	3.86E-20
Cryptobacterium curtum DSM 15641	CP001682.1	Actinobacteria	0.9357220094	0.51	1617804	44.13265306	59.85389341	Non-Avoidance	1.70E-19
Saccharomonospora viridis DSM 43017	CP001683.1	Actinobacteria	0.3135331925	0.67	4308349	61.86186186	62.31413434	Non-Avoidance	0.5895963
Slackia heliotrinireducens DSM 20476	CP001684.1	Actinobacteria	1.08E-07	0.6	3165038	47.06632653	61.24643037	Avoidance	2.72E-17
Leptotrichia buccalis C-1013-b	CP001685.1	Fusobacteria	0.014458819	0.3	2465610	27.59353742	51.27467893	Avoidance	9.78E-20
Kytococcus sedentarius DSM 20547	CP001686.1	Actinobacteria	0.1259067062	0.72	2785024	62.58503401	61.3071441	Non-Avoidance	0.9627246
Spirochaeta thermophila DSM 6192	CP001698.1	Spirochaetes	0.8141061835	0.62	2472645	48.14329401	60.59946417	Non-Avoidance	5.15E-16
Chitinophaga pinensis DSM 2588	CP001699.1	Bacteroidetes	4.44E-06	0.45	9127347	34.94897959	52.39748677	Avoidance	2.79E-21
Catenulispora acidiphila DSM 44928	CP001700.1	Actinobacteria	0.0001079468746	0.7	10467782	60.76696165	61.62189221	Avoidance	0.2109363
Cyanothece sp. PCC 8802	CP001701.1	Cyanobacteria	0.00272383995	0.4	4669813	41.10275689	55.35682974	Avoidance	1.79E-19
Jonesia denitrificans DSM 20603	CP001706.1	Actinobacteria	5.37E-08	0.58	2749646	53.1960532	59.79631426	Avoidance	1.06E-08
Kangiella koreensis DSM 16069	CP001707.1	Proteobacteria	0.4120076625	0.44	2852073	37.76106934	55.5169894	Non-Avoidance	7.25E-20
Anaerococcus prevotii DSM 20548	CP001708.1	Firmicutes	2.66E-07	0.36	1883067	27.7992278	51.18918919	Avoidance	1.07E-21
Robiginitalea biformata HTCC2501	CP001712.1	Bacteroidetes	0.9999990685	0.55	3530383	42.68554269	55.73831085	Non-Avoidance	3.58E-12
Chlamydophila pneumoniae LPCoLN	CP001713.1	Chlamydiae	8.92E-12	0.41	1241020	34.73639456	50.72463768	Avoidance	8.80E-18
Candidatus Accumulibacter phosphatis clade IIA str. UW-1	CP001715.1	Proteobacteria	0.150858034	0.64	5058518	50.37593985	58.72240013	Non-Avoidance	1.63E-10
Desulfotomaculum acetoxidans DSM 771	CP001720.1	Firmicutes	0.0006606983392	0.42	4545624	38.22055138	56.11362701	Avoidance	5.40E-23
Atopobium parvulum DSM 20469	CP001721.1	Actinobacteria	4.63E-15	0.46	1543805	42.64264264	58.05249514	Avoidance	1.39E-22
Zymomonas mobilis subsp. mobilis NCIMB 11163	CP001722.1	Proteobacteria	5.45E-08	0.47	2124771	45.90643275	57.96330275	Avoidance	3.95E-15
Eggerthella lenta DSM 2243	CP001726.1	Actinobacteria	0.931275973	0.64	3632260	49.57482993	61.6131085	Non-Avoidance	1.08E-14
Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446	CP001727.1	Firmicutes	4.63E-05	0.62	3018755	52.63157895	60.77084793	Avoidance	8.42E-12
Aggregatibacter actinomycetemcomitans D11S-1	CP001733.1	Proteobacteria	8.91E-14	0.45	2105764	37.11734694	55.02583764	Avoidance	6.10E-21
Desulfohalobium retbaense DSM 5692	CP001734.1	Proteobacteria	0.0002075469911	0.58	2864304	46.2585034	59.72951472	Avoidance	1.41E-18
Kribbella flavida DSM 17836	CP001736.1	Actinobacteria	0.9999956103	0.71	7579488	60.76696165	61.91304348	Non-Avoidance	0.1355281
Nakamurella multipartita DSM 44233	CP001737.1	Actinobacteria	0.0270822866	0.71	6060298	62.41956242	62.25073695	Avoidance	0.631076
Thermomonospora curvata DSM 43183	CP001738.1	Actinobacteria	0.9998167775	0.72	5639016	62.32247285	62.77570411	Non-Avoidance	0.8420407
Sebaldella termitidis ATCC 33386	CP001739.1	Fusobacteria	0.228780063	0.33	4418842	28.23129252	51.49062192	Non-Avoidance	2.29E-19
Meiothermus ruber DSM 1279	CP001743.1	Deinococcus-Thermus	0.00106429097	0.63	3097457	49.23469388	60.42326279	Avoidance	8.25E-14
Planctomyces limnophilus DSM 3776	CP001744.1	Planctomycetes	0.9797640451	0.54	5423075	47.44897959	57.90349418	Non-Avoidance	1.80E-13
Bacillus cereus biovar anthracis str. CI	CP001746.1	Firmicutes	2.50E-13	0.35	5196054	33.75474083	55.4871309	Avoidance	5.44E-23
Bifidobacterium dentium Bd1	CP001750.1	Actinobacteria	0.0004422685453	0.59	2636367	50.72083879	58.93830199	Avoidance	2.25E-08
Candidatus Puniceispirillum marinum IMCC1322	CP001751.1	Proteobacteria	0.002906607028	0.49	2753527	43.3166249	58.28282828	Avoidance	1.69E-16
Treponema pallidum subsp. pallidum str. Chicago	CP001752.1	Spirochaetes	0.9958444626	0.53	1139281	48.79818594	56.23058336	Non-Avoidance	4.75E-07
Leuconostoc kimchii IMSNU 11154	CP001758.1	Firmicutes	1.40E-06	0.38	2002721	33.80952381	53.27138251	Avoidance	1.65E-19
Anaplasma centrale str. Israel	CP001759.1	Proteobacteria	4.80E-06	0.5	1206806	44.48621554	56.1668682	Avoidance	1.99E-14
Spirosoma linguale DSM 74	CP001769.1	Bacteroidetes	0.1334020115	0.5	8078757	38.22278912	55.77812018	Non-Avoidance	9.73E-20
Stackebrandtia nassauensis DSM 44728	CP001778.1	Actinobacteria	1.45E-07	0.68	6841557	56.97278912	60.52400211	Avoidance	0.0002296361
Streptobacillus moniliformis DSM 12112	CP001779.1	Fusobacteria	0.05562314215	0.26	1662578	24.37745741	49.75292004	Non-Avoidance	3.46E-18
Staphylococcus aureus subsp. aureus ED98	CP001781.1	Firmicutes	9.93E-09	0.33	2824404	31.37755102	52.2298313	Avoidance	1.62E-21
Ammonifex degensii KC4	CP001785.1	Firmicutes	0.0002087601633	0.59	2129237	52.17024863	63.51746423	Avoidance	4.61E-12
Pectobacterium wasabiae WPP163	CP001790.1	Proteobacteria	2.35E-07	0.5	5063892	42.10526316	56.6797797	Avoidance	4.01E-19
Bacillus selenitireducens MLS10	CP001791.1	Firmicutes	0.271155388	0.49	3592487	37.25242309	56.51028807	Non-Avoidance	7.42E-22
Fibrobacter succinogenes subsp. succinogenes S85	CP001792.1	Fibrobacteres	0.5574242246	0.48	3842635	38.5166456	56.30088496	Non-Avoidance	1.51E-20
Paenibacillus sp. Y412MC10	CP001793.1	Firmicutes	0.01080223886	0.51	7121665	38.7329932	56.71277461	Avoidance	2.51E-21
Geobacillus sp. Y412MC61	CP001794.1	Firmicutes	7.07E-07	0.52	3622844	43.40016708	59.18943183	Avoidance	6.49E-22
Pseudoalteromonas sp. SM9913	CP001796.1	Proteobacteria	5.40E-15	0.4	3332787	36.80033417	54.94071146	Avoidance	3.48E-20
Nitrosococcus halophilus Nc4	CP001798.1	Proteobacteria	0.00945045601	0.52	4079427	44.27736007	59.14466224	Avoidance	6.70E-15
Halothiobacillus neapolitanus c2	CP001801.1	Proteobacteria	1.67E-07	0.55	2582886	43.77610693	56.5791646	Avoidance	3.73E-14
Gordonia bronchialis DSM 43247	CP001802.1	Actinobacteria	0.999985191	0.67	5208602	58.25825826	61.30294268	Non-Avoidance	0.002771435
Haliangium ochraceum DSM 14365	CP001804.1	Proteobacteria	0.999274685	0.69	9446314	54.10872314	59.35973041	Non-Avoidance	9.36E-07
Vibrio sp. Ex25	CP001805.1	Proteobacteria	1.25E-14	0.45	3259580	39.26482874	55.9798995	Avoidance	1.06E-21
Rhodothermus marinus DSM 4252	CP001807.1	Bacteroidetes	0.03880490972	0.65	3261604	53.39233038	63.87075172	Avoidance	3.12E-12
Corynebacterium pseudotuberculosis 1002	CP001809.2	Actinobacteria	5.76E-07	0.52	2335113	49.48051948	58.06916427	Avoidance	1.50E-11
Butyrivibrio proteoclasticus B316	CP001810.1	Firmicutes	1.31E-06	0.4	3554804	32.81385281	54.270763	Avoidance	1.53E-22
Streptosporangium roseum DSM 43021	CP001814.1	Actinobacteria	0.006983556355	0.71	10341314	60.4427736	61.73096976	Avoidance	0.1976728
Sulfurospirillum deleyianum DSM 6946	CP001816.1	Proteobacteria	1.37E-11	0.39	2306351	32.36409608	53.10218978	Avoidance	8.62E-21
Thermanaerovibrio acidaminovorans DSM 6589	CP001818.1	Synergistetes	0.6314401437	0.64	1848474	51.74884113	61.86550275	Non-Avoidance	4.11E-14
Sanguibacter keddieii DSM 10542	CP001819.1	Actinobacteria	0.4370644484	0.72	4253413	60.48906049	61.01893749	Non-Avoidance	0.119958
Veillonella parvula DSM 2008	CP001820.1	Firmicutes	6.17E-12	0.39	2132142	33.96544458	55.66768787	Avoidance	1.03E-21
Xylanimonas cellulosilytica DSM 15894	CP001821.1	Actinobacteria	0.9996941489	0.72	3742776	63.02016302	62.09116214	Non-Avoidance	0.770181
Sphaerobacter thermophilus DSM 20745	CP001823.1	Chloroflexi	3.80E-07	0.68	2741033	56.80272109	63.76602564	Avoidance	2.90E-07
Thermobaculum terrenum ATCC BAA-798	CP001825.1	Unknown	5.24E-05	0.48	2026947	43.36734694	61.35963367	Avoidance	2.55E-23
Dehalococcoides sp. VS	CP001827.1	Chloroflexi	1.10E-09	0.47	1413462	37.03703704	57.36704446	Avoidance	1.36E-21
Legionella pneumophila 2300/99 Alcoy	CP001828.1	Proteobacteria	0.7516558526	0.38	3516334	34.13400759	56.31134837	Non-Avoidance	5.57E-23
Corynebacterium pseudotuberculosis C231	CP001829.1	Actinobacteria	5.08E-05	0.52	2328208	48.44155844	58.05870701	Avoidance	3.32E-13
Sinorhizobium meliloti SM11	CP001830.1	Proteobacteria	0.001655391881	0.63	3908022	49.93678887	59.76886963	Avoidance	8.52E-14
Lactococcus lactis subsp. lactis KF147	CP001834.1	Firmicutes	1.50E-14	0.35	2598144	30.82251082	52.31293621	Avoidance	2.44E-22
Dickeya dadantii Ech586	CP001836.1	Proteobacteria	1.19E-11	0.54	4818394	42.23057644	57.63656633	Avoidance	5.91E-20
Staphylococcus lugdunensis HKU09-01	CP001837.1	Firmicutes	9.85E-11	0.34	2658366	32.003432	52.10084034	Avoidance	5.16E-21
Thermotoga naphthophila RKU-10	CP001839.1	Thermotogae	0.0001821603812	0.46	1809823	43.19727891	64.52238565	Avoidance	8.28E-24
Bifidobacterium bifidum PRL2010	CP001840.1	Actinobacteria	0.3556376717	0.63	2214656	50.109218	59.47657943	Non-Avoidance	2.38E-11
Treponema azotonutricium ZAS-9	CP001841.1	Spirochaetes	3.46E-24	0.5	3855671	42.98469388	57.68949103	Avoidance	8.75E-14
cyanobacterium UCYN-A	CP001842.1	Cyanobacteria	0.01827998454	0.31	1443806	32.37221494	53.06238185	Avoidance	8.97E-20
Treponema primitia ZAS-2	CP001843.1	Spirochaetes	1.11E-16	0.51	4059867	42.60204082	57.2972973	Avoidance	1.38E-15
Staphylococcus aureus 04-02981	CP001844.2	Firmicutes	1.06E-07	0.33	2821452	31.53153153	51.97994987	Avoidance	3.87E-21
Escherichia coli O55:H7 str. CB9615	CP001846.1	Proteobacteria	4.34E-22	0.51	5386352	41.47869674	57.39501779	Avoidance	1.13E-22
Pirellula staleyi DSM 6068	CP001848.1	Planctomycetes	0.9999999292	0.57	6196199	50.69532238	57.22698974	Non-Avoidance	1.23E-07
Gardnerella vaginalis 409-05	CP001849.1	Actinobacteria	3.39E-21	0.42	1617545	41.31652661	57.96467914	Avoidance	5.06E-20
Clostridiales genomosp. BVAB3 str. UPII9-5	CP001850.2	Firmicutes	0.0004396423098	0.44	1809746	34.03880071	54.41539221	Avoidance	1.23E-21
Brucella melitensis M5-90	CP001851.1	Proteobacteria	4.15E-13	0.57	2126451	48.43414843	59.35018051	Avoidance	1.24E-12
Bifidobacterium animalis subsp. lactis BB-12	CP001853.1	Actinobacteria	6.36E-05	0.6	1942198	49.27916121	59.46401483	Avoidance	2.62E-12
Conexibacter woesei DSM 14684	CP001854.1	Actinobacteria	0.9995681093	0.73	6359369	60.01716002	62.85804218	Non-Avoidance	0.0009747088
Escherichia coli O83:H1 str. NRG 857C	CP001855.1	Proteobacteria	9.63E-18	0.51	4747819	41.47869674	57.64963276	Avoidance	1.55E-20
Acidaminococcus fermentans DSM 20731	CP001859.1	Firmicutes	8.58E-17	0.56	2329769	40.17857143	56.43780165	Avoidance	6.50E-22
