Species_Name	Taxon_ID	EMBL	Phylum	wxBothSide.p.value	wxGreater.p.value(AVOIDANCEif<0.05)	wxLess.p.value	GENOME_GC	GENOME_Size	GC_Core_1.21_CDS%	GC_Rfam_Core%	Avoidance_Group	Intrinsic
Methylocella silvestris BL2	395965	CP001280.1	Proteobacteria	0.251700789593292	0.874149612913452	0.125850394796646	0.63	4305430	52.7180783818	60.15625	Non-Avoidance	3.910427e-09
Thauera sp. MZ1T	85643	CP001281.2	Proteobacteria	0.549641626596616	0.274820813298308	0.725179198633603	0.68	4496212	52.798663325	59.639583657	Non-Avoidance	7.528405e-08
Bacillus cereus AH820	405535	CP001283.1	Firmicutes	1.03764637357281e-10	5.18823186786405e-11	0.999999999948118	0.35	5302683	33.4597555836	55.3409278521	Avoidance	1.107153e-21
Cyanothece sp. PCC 8801	41431	CP001287.1	Cyanobacteria	0.00495006422062892	0.00247503211031446	0.997524968228486	0.40	4679413	41.0192147034	55.3401419422	Avoidance	1.214361e-19
Cyanothece sp. PCC 7424	65393	CP001291.1	Cyanobacteria	0.00458313577556342	0.00229156788778171	0.997708432383745	0.39	5942652	39.3065998329	55.1532475782	Avoidance	2.260985e-20
Methylobacterium chloromethanicum CM4	440085	CP001298.1	Proteobacteria	0.0791009793007264	0.0395504896503632	0.960449513490808	0.68	5777908	58.1453634085	61.2134527632	Avoidance	0.0005236667
Rhodobacter capsulatus SB 1003	272942	CP001312.1	Proteobacteria	0.952777954638076	0.523611041407189	0.476388977319038	0.67	3738958	53.0492898914	59.8141060689	Non-Avoidance	1.385416e-08
Haemophilus parasuis SH0165	557723	CP001321.1	Proteobacteria	2.36417048765109e-23	1.18208524382554e-23	1	0.40	2269156	35.8813700919	54.1513837946	Avoidance	1.172853e-20
Desulfatibacillum alkenivorans AK-01	439235	CP001322.1	Proteobacteria	3.94967925707623e-10	1.97483962853811e-10	0.999999999802516	0.54	6517073	41.9721871049	58.1492871121	Avoidance	9.767351e-22
Desulfitobacterium hafniense DCB-2	272564	CP001336.1	Firmicutes	0.135031841819748	0.0675159209098742	0.932484083761046	0.48	5279134	38.5129490393	56.5270559462	Non-Avoidance	5.844362e-23
Chloroflexus aggregans DSM 9485	326427	CP001337.1	Chloroflexi	0.0257467620738998	0.987126620291497	0.0128733810369499	0.56	4684931	47.1088435374	61.6763400478	Non-Avoidance	4.696417e-18
Thioalkalivibrio sulfidophilus HL-EbGr7	396588	CP001339.1	Proteobacteria	0.908706159956574	0.454353079978287	0.545646935883432	0.65	3464554	51.7857142857	59.5926412615	Non-Avoidance	1.091725e-09
Caulobacter crescentus NA1000	565050	CP001340.1	Proteobacteria	3.42208321296205e-05	0.999982889587121	1.71104160648103e-05	0.67	4042929	56.850459482	59.9855412977	Non-Avoidance	0.0006597598
Arthrobacter chlorophenolicus A6	452863	CP001341.1	Actinobacteria	0.000994502927092723	0.000497251463546361	0.999502748615004	0.66	4395537	54.9978549979	59.6100278552	Avoidance	5.867541e-06
Cyanothece sp. PCC 7425	395961	CP001344.1	Cyanobacteria	0.469987982427574	0.234993991213787	0.765006021503215	0.51	5374574	44.4444444444	56.1909581646	Non-Avoidance	5.017082e-14
Clostridium cellulolyticum H10	394503	CP001348.1	Firmicutes	0.442374774320816	0.221187387160408	0.778812625084745	0.37	4068724	32.6530612245	53.7896112382	Non-Avoidance	5.040853e-24
Methylobacterium nodulans ORS 2060	460265	CP001349.1	Proteobacteria	0.336710426562901	0.831644795236592	0.16835521328145	0.69	7772460	60.5263157895	62.1337579618	Non-Avoidance	0.1052368
Brachyspira hyodysenteriae WA1	565034	CP001357.1	Spirochaetes	7.47312340990031e-19	3.73656170495016e-19	1	0.27	3000694	27.3072060683	52.131147541	Avoidance	8.558669e-21
Desulfovibrio desulfuricans subsp. desulfuricans str. ATCC 27774	525146	CP001358.1	Proteobacteria	0.00238338697519636	0.00119169348759818	0.998808306679898	0.58	2873437	45.0649350649	58.083529808	Avoidance	1.886986e-14
Anaeromyxobacter dehalogenans 2CP-1	455488	CP001359.1	Proteobacteria	5.31215906036862e-07	0.999999734392103	2.65607953018431e-07	0.75	5029329	61.4833544037	62.5062824594	Non-Avoidance	0.107464
Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S	588858	CP001363.1	Proteobacteria	0.000564897828313665	0.000282448914156832	0.999717551122234	0.52	4870265	41.9381787803	57.3180195561	Avoidance	7.387018e-19
Chloroflexus sp. Y-400-fl	480224	CP001364.1	Chloroflexi	0.796034883007536	0.398017441503768	0.601982574403574	0.57	5268950	45.8333333333	62.1394015409	Non-Avoidance	1.627636e-19
Escherichia coli O157:H7 str. TW14359	544404	CP001368.1	Proteobacteria	2.77452057240242e-16	1.38726028620121e-16	1	0.51	5528136	41.4369256475	57.501300052	Avoidance	1.07263e-23
Shigella flexneri 2002017	591020	CP001383.1	Proteobacteria	6.48748946601976e-21	3.24374473300988e-21	1	0.51	4650856	42.6020408163	57.3775055679	Avoidance	6.772366e-22
Sinorhizobium fredii NGR234	394	CP001389.1	Proteobacteria	0.000334065981350015	0.000167032990675008	0.999832967034615	0.63	3925702	50.2317741256	59.8621153523	Avoidance	3.061023e-14
Geobacter sp. FRC-32	316067	CP001390.1	Proteobacteria	0.158888444159626	0.920555783518248	0.079444222079813	0.53	4304501	39.3065998329	57.914934442	Non-Avoidance	1.227984e-22
Wolbachia sp. wRi	66084	CP001391.1	Proteobacteria	8.29455928387239e-06	4.1472796419362e-06	0.999995852721394	0.35	1445873	28.656462585	50.7485903169	Avoidance	1.682039e-20
Acidovorax ebreus TPSY	535289	CP001392.1	Proteobacteria	0.64529027371099	0.677354877551199	0.322645136855495	0.67	3796573	50.0835421888	57.8886693017	Non-Avoidance	3.983746e-09
Caldicellulosiruptor bescii DSM 6725	521460	CP001393.1	Firmicutes	0.700397645076488	0.350198822538244	0.64980119209244	0.35	2919718	33.5018963338	58.9440504334	Non-Avoidance	1.3684e-24
Escherichia coli BW2952	595496	CP001396.1	Proteobacteria	1.09215517784613e-19	5.46077588923066e-20	1	0.51	4578159	41.3533834586	57.6457816377	Avoidance	1.112443e-20
Bacillus cereus 03BB102	572264	CP001407.1	Firmicutes	7.82838103476293e-10	3.91419051738147e-10	0.999999999608581	0.35	5269628	33.8811630847	54.9908042133	Avoidance	7.174899e-21
Burkholderia pseudomallei MSHR346	536230	CP001408.1	Proteobacteria	2.51252416750115e-05	1.25626208375058e-05	0.999987437381527	0.68	4098576	49.8724489796	58.9623403911	Avoidance	8.433429e-09
Blattabacterium sp. (Periplaneta americana) str. BPLAN	600809	CP001429.2	Bacteroidetes	1.81772316007409e-10	9.08861580037047e-11	0.999999999909114	0.28	636994	25.2154195011	48.3989394248	Avoidance	9.865633e-19
Neorickettsia risticii str. Illinois	434131	CP001431.1	Proteobacteria	2.53309240586475e-05	1.26654620293237e-05	0.999987334541603	0.41	879977	37.8826530612	53.4452682076	Avoidance	6.032112e-16
Acidobacterium capsulatum ATCC 51196	240015	CP001472.1	Acidobacteria	0.000849318339714838	0.000424659169857419	0.99957534089336	0.60	4127356	49.373433584	59.5130898783	Avoidance	8.583795e-12
Vibrio cholerae MJ-1236	593588	CP001485.1	Proteobacteria	2.81412256683762e-19	1.40706128341881e-19	1	0.48	3149584	40.4118404118	56.301050175	Avoidance	9.020605e-22
Blattabacterium sp. (Blattella germanica) str. Bge	331104	CP001487.1	Bacteroidetes	1.19830140201279e-09	5.99150701006393e-10	0.99999999940085	0.27	636850	24.2587601078	48.5077677841	Avoidance	6.129152e-19
Brucella melitensis ATCC 23457	546272	CP001488.1	Proteobacteria	1.94484038060277e-14	9.72420190301384e-15	0.99999999999999	0.57	2125701	47.2758472758	59.3501805054	Avoidance	1.030621e-15
Burkholderia glumae BGR1	626418	CP001503.2	Proteobacteria	0.00079516747846536	0.00039758373923268	0.999602416315889	0.68	3906507	48.6304256216	59.2515592516	Avoidance	7.697021e-12
Escherichia coli BL21(DE3)	469008	CP001509.3	Proteobacteria	6.97151816078873e-20	3.48575908039436e-20	1	0.51	4558953	41.5204678363	57.5373254134	Avoidance	9.006558e-20
Methylobacterium extorquens AM1	272630	CP001510.1	Proteobacteria	0.0195061998818118	0.00975309994090588	0.990246901106022	0.69	5511322	58.8972431078	60.9627547435	Avoidance	0.004778604
Bifidobacterium animalis subsp. lactis Bl-04	580050	CP001515.1	Actinobacteria	7.04204555875965e-09	3.52102277937983e-09	0.999999996478978	0.60	1938709	48.961038961	59.4640148323	Avoidance	5.711229e-14
Neisseria meningitidis alpha710	630588	CP001561.1	Proteobacteria	0.911750154305938	0.544124938977534	0.455875077152969	0.52	2242947	40.6658238517	56.9505990481	Non-Avoidance	6.979406e-19
Bartonella grahamii as4aup	634504	CP001562.1	Proteobacteria	6.04228215978215e-05	3.02114107989108e-05	0.999969788595679	0.38	2341328	37.323037323	56.2924857615	Avoidance	7.850412e-20
Brucella microti CCM 4915	568815	CP001578.1	Proteobacteria	3.99275069052393e-10	1.99637534526197e-10	0.999999999800363	0.57	2117050	47.7048477048	59.2833271444	Avoidance	2.514165e-14
Clostridium botulinum A2 str. Kyoto	536232	CP001581.1	Firmicutes	1.81730853655575e-12	9.08654268277874e-13	0.999999999999091	0.28	4155278	29.0433290433	53.8785125358	Avoidance	6.246456e-23
Helicobacter pylori v225d	637913	CP001582.1	Proteobacteria	3.37129516268257e-07	1.68564758134129e-07	0.99999983143529	0.39	1588278	33.2904332904	52.1854808058	Avoidance	1.411848e-20
Rickettsia prowazekii Rp22	449216	CP001584.1	Proteobacteria	0.000789274439104819	0.00039463721955241	0.99960536286941	0.29	1111612	25.251201398	51.6999793942	Avoidance	3.73916e-20
Yersinia pestis D106004	637382	CP001585.1	Proteobacteria	6.90314207875123e-25	3.45157103937562e-25	1	0.48	4640720	41.2545787546	56.7309199185	Avoidance	2.03613e-20
Yersinia pestis D182038	637385	CP001589.1	Proteobacteria	4.53166951372378e-13	2.26583475686189e-13	0.999999999999773	0.48	4626944	41.9701213819	56.7376997806	Avoidance	1.154444e-18
Yersinia pestis Z176003	637386	CP001593.1	Proteobacteria	1.53973779908035e-13	7.69868899540177e-14	0.999999999999923	0.48	4553586	41.5750915751	56.6849960723	Avoidance	2.996588e-19
Bacillus anthracis str. A0248	592021	CP001598.1	Firmicutes	4.59025661655497e-12	2.29512830827748e-12	0.999999999997705	0.35	5227419	33.7585034014	55.6186674854	Avoidance	3.755272e-23
Edwardsiella ictaluri 93-146	634503	CP001600.1	Proteobacteria	5.48482895326124e-11	2.74241447663062e-11	0.999999999972576	0.57	3812315	44.7619047619	57.3597455176	Avoidance	1.294428e-16
Corynebacterium aurimucosum ATCC 700975	548476	CP001601.1	Actinobacteria	7.96639669360905e-08	3.98319834680452e-08	0.999999960168025	0.61	2790189	51.0822510823	58.5858585859	Avoidance	1.337493e-10
Listeria monocytogenes 08-5578	653938	CP001602.1	Firmicutes	6.94282667222088e-05	3.47141333611044e-05	0.999965285873155	0.38	3032288	33.7968815845	54.9373678217	Avoidance	2.562897e-21
Listeria monocytogenes 08-5923	637381	CP001604.1	Firmicutes	6.94282667222088e-05	3.47141333611044e-05	0.999965285873155	0.38	2999054	33.7968815845	54.9373678217	Avoidance	2.562897e-21
Bifidobacterium animalis subsp. lactis DSM 10140	555970	CP001606.1	Actinobacteria	7.04204555875965e-09	3.52102277937983e-09	0.999999996478978	0.60	1938483	48.961038961	59.4640148323	Avoidance	5.711229e-14
Aggregatibacter aphrophilus NJ8700	634176	CP001607.1	Proteobacteria	6.44990062883919e-13	3.2249503144196e-13	0.999999999999677	0.42	2313035	35.1712614871	55.04651571	Avoidance	2.469129e-21
Yersinia pestis biovar Medievalis str. Harbin 35	547048	CP001608.1	Proteobacteria	8.87637197618747e-11	4.43818598809373e-11	0.999999999955618	0.48	4532063	40.8939014202	56.7309199185	Avoidance	1.991846e-21
Rickettsia africae ESF-5	347255	CP001612.1	Proteobacteria	0.741335856221273	0.370667928110637	0.62933209511901	0.32	1278540	28.2251082251	51.9446672013	Non-Avoidance	1.997198e-19
Teredinibacter turnerae T7901	377629	CP001614.2	Proteobacteria	5.36123909181667e-06	2.68061954590833e-06	0.99999731938109	0.51	5193164	40.9863945578	57.0336119509	Avoidance	1.0943e-20
Exiguobacterium sp. AT1b	360911	CP001615.1	Firmicutes	0.422523915745069	0.211261957872534	0.78873805463642	0.48	2999895	38.6430678466	57.2861070678	Non-Avoidance	1.910159e-22
Tolumonas auensis DSM 9187	595494	CP001616.1	Proteobacteria	0.0192277602256064	0.00961388011280322	0.990386120759432	0.49	3471292	40.6850459482	56.6671805149	Avoidance	1.330154e-20
Lactobacillus plantarum JDM1	644042	CP001617.1	Firmicutes	0.054966203748038	0.027483101874019	0.972516900727137	0.45	3197759	36.1904761905	53.0836293187	Avoidance	3.11584e-21
Beutenbergia cavernae DSM 12333	471853	CP001618.1	Actinobacteria	0.864381397763955	0.567809318351154	0.432190698881978	0.73	4669183	64.5833333333	62.5239338555	Non-Avoidance	0.3040908
Dyadobacter fermentans DSM 18053	471854	CP001619.1	Bacteroidetes	3.19726932911593e-10	1.59863466455797e-10	0.999999999840137	0.52	6967790	36.1394557823	54.7136390474	Avoidance	1.400458e-17
Corynebacterium kroppenstedtii DSM 44385	645127	CP001620.1	Actinobacteria	0.769341190489005	0.615329423975672	0.384670595244502	0.57	2446804	49.9781564002	59.3873163741	Non-Avoidance	1.30406e-11
Rhizobium leguminosarum bv. trifolii WSM1325	395491	CP001622.1	Proteobacteria	0.285608748526823	0.857195635806618	0.142804374263412	0.61	4767043	49.2625368732	59.1508052709	Non-Avoidance	7.579158e-14
Micrococcus luteus NCTC 2665	465515	CP001628.1	Actinobacteria	0.0154254692393627	0.992287266282342	0.00771273461968134	0.73	2501097	62.7976190476	61.7763270916	Non-Avoidance	0.83616
Desulfomicrobium baculatum DSM 4028	525897	CP001629.1	Proteobacteria	0.0583175566711139	0.029158778335557	0.9708412241417	0.59	3942657	42.8571428571	57.915993538	Avoidance	4.267623e-18
Actinosynnema mirum DSM 43827	446462	CP001630.1	Actinobacteria	8.946025421612e-06	0.999995526988087	4.473012710806e-06	0.74	8248144	63.8432364096	62.1590345512	Non-Avoidance	0.1106845
Acidimicrobium ferrooxidans DSM 10331	525909	CP001631.1	Actinobacteria	0.72934668381636	0.635326674785278	0.36467334190818	0.68	2158157	61.2183612184	63.9600140302	Non-Avoidance	0.004315854
Capnocytophaga ochracea DSM 7271	521097	CP001632.1	Bacteroidetes	0.478978596357776	0.760510718905266	0.239489298178888	0.40	2612925	29.1774891775	52.178030303	Non-Avoidance	3.545918e-21
Francisella tularensis subsp. tularensis NE061598	510831	CP001633.1	Proteobacteria	0.00674099673292413	0.00337049836646206	0.9966295022416	0.32	1892681	27.8486394558	53.316376443	Avoidance	2.390657e-20
Kosmotoga olearia TBF 19.5.1	521045	CP001634.1	Thermotogae	1.83455627625242e-08	9.1727813812621e-09	0.999999990827221	0.42	2302126	38.4778911565	61.8256550779	Avoidance	1.468406e-22
Variovorax paradoxus S110	543728	CP001635.1	Proteobacteria	0.0106841077468859	0.00534205387344296	0.994657946781185	0.68	5626353	51.8796992481	57.1898252293	Avoidance	2.473215e-05
Escherichia coli DH1	536056	CP001637.1	Proteobacteria	6.0817665552028e-21	3.0408832776014e-21	1	0.51	4630707	41.6040100251	57.3750383318	Avoidance	4.881081e-20
Geobacillus sp. WCH70	471223	CP001638.1	Firmicutes	3.40186336684904e-10	1.70093168342452e-10	0.999999999829907	0.43	3464618	36.8310155921	57.9473461917	Avoidance	5.759629e-25
Mycobacterium tuberculosis CCDC5079	443149	CP001641.1	Actinobacteria	0.000972502486576205	0.999513748842657	0.000486251243288103	0.66	4398812	59.9717114569	61.2716763006	Non-Avoidance	0.06002676
Brachybacterium faecium DSM 4810	446465	CP001643.1	Actinobacteria	0.214002705509702	0.107001352754851	0.892998654844914	0.72	3614992	61.862244898	60.8962344522	Non-Avoidance	0.9868957
Ralstonia pickettii 12D	428406	CP001644.1	Proteobacteria	1.77001596012667e-06	8.85007980063337e-07	0.999999114992189	0.64	3647724	50.6531816266	58.4053481167	Avoidance	5.231472e-11
Desulfovibrio salexigens DSM 2638	526222	CP001649.1	Proteobacteria	1.42890220773621e-05	7.14451103868107e-06	0.99999285549014	0.47	4289847	38.3480825959	56.6682412219	Avoidance	5.671121e-23
Zunongwangia profunda SM-A87	655815	CP001650.1	Bacteroidetes	8.11911687501474e-06	4.05955843750737e-06	0.999995940442697	0.36	5128187	31.5476190476	52.7262067618	Avoidance	5.937169e-20
Dickeya dadantii Ech703	579405	CP001654.1	Proteobacteria	3.59133195238933e-16	1.79566597619467e-16	1	0.55	4679450	42.2305764411	57.4596135572	Avoidance	6.125084e-19
Dickeya zeae Ech1591	561229	CP001655.1	Proteobacteria	4.08511366736142e-11	2.04255683368071e-11	0.999999999979574	0.55	4813854	42.0986093552	57.3739295909	Avoidance	4.028811e-19
Paenibacillus sp. JDR-2	324057	CP001656.1	Firmicutes	0.00833931805801417	0.00416965902900709	0.995830341398884	0.50	7184930	39.9749373434	57.2373365399	Avoidance	3.219273e-23
Pectobacterium carotovorum subsp. carotovorum PC1	561230	CP001657.1	Proteobacteria	0.000110947823622433	5.54739118112163e-05	0.999944526096551	0.52	4862913	41.9799498747	56.7856005097	Avoidance	2.250373e-18
Mycobacterium tuberculosis KZN 1435	478434	CP001658.1	Actinobacteria	2.92616041349933e-06	0.999998536920105	1.46308020674967e-06	0.66	4398250	59.8268398268	61.2886773206	Non-Avoidance	0.07145127
Geobacter sp. M21	443144	CP001661.1	Proteobacteria	0.0674431822500917	0.0337215911250459	0.966278411631962	0.60	4745806	41.1027568922	57.9886206366	Avoidance	1.592049e-19
Mycobacterium tuberculosis KZN 4207	478433	CP001662.1	Actinobacteria	6.38262073198276e-06	0.999996808690291	3.19131036599138e-06	0.66	4394985	59.4805194805	61.2716763006	Non-Avoidance	0.03990657
Escherichia coli 'BL21-Gold(DE3)pLysS AG'	866768	CP001665.1	Proteobacteria	6.71855304071349e-16	3.35927652035674e-16	1	0.51	4570938	41.6457811195	57.5373254134	Avoidance	8.984142e-20
Clostridium ljungdahlii DSM 13528	748727	CP001666.1	Firmicutes	0.0199435636167497	0.00997178180837485	0.990028219270073	0.31	4630065	29.0004290004	53.3162447933	Avoidance	9.003909e-24
Escherichia coli ABU 83972	655817	CP001671.1	Proteobacteria	1.24372370051858e-23	6.2186185025929e-24	1	0.51	5131397	42.1278421278	57.5873697118	Avoidance	6.34684e-20
Methylotenera mobilis JLW8	583345	CP001672.1	Proteobacteria	0.00262915794767607	0.00131457897383804	0.998685421236541	0.46	2547570	35.7142857143	55.4983449798	Avoidance	4.855991e-21
Flavobacteriaceae bacterium 3519-10	531844	CP001673.1	Bacteroidetes	0.951999173341724	0.52400043815272	0.475999586670862	0.43	2768102	30.4499781564	52.395091053	Non-Avoidance	3.783695e-20
Methylovorus glucosetrophus SIP3-4	582744	CP001674.1	Proteobacteria	2.21983798093754e-15	1.10991899046877e-15	0.999999999999999	0.55	2995511	41.4786967419	56.8700265252	Avoidance	1.238011e-16
Candidatus Liberibacter asiaticus str. psy62	537021	CP001677.5	Proteobacteria	3.94044742949885e-08	1.97022371474942e-08	0.99999998029777	0.36	1227328	35.2380952381	55.2100494234	Avoidance	1.088476e-16
Hirschia baltica ATCC 49814	582402	CP001678.1	Proteobacteria	0.758254588054434	0.379127294027217	0.620872728147828	0.45	3455622	41.8964076859	56.6439346973	Non-Avoidance	8.035898e-16
Helicobacter pylori 52	684950	CP001680.1	Proteobacteria	2.5381591106733e-06	1.26907955533665e-06	0.999998730920787	0.39	1568826	33.29004329	52.1854808058	Avoidance	2.066337e-20
Pedobacter heparinus DSM 2366	485917	CP001681.1	Bacteroidetes	0.0720981183045427	0.0360490591522714	0.963950945409017	0.42	5167383	31.4200680272	52.5014487155	Avoidance	3.863478e-20
Cryptobacterium curtum DSM 15641	469378	CP001682.1	Actinobacteria	0.12855599164189	0.93572200936141	0.0642779958209448	0.51	1617804	44.1326530612	59.8538934086	Non-Avoidance	1.702197e-19
Saccharomonospora viridis DSM 43017	471857	CP001683.1	Actinobacteria	0.627066385004346	0.313533192502173	0.686466822768194	0.67	4308349	61.8618618619	62.314134336	Non-Avoidance	0.5895963
Slackia heliotrinireducens DSM 20476	471855	CP001684.1	Actinobacteria	2.1649286231813e-07	1.08246431159065e-07	0.999999891753592	0.60	3165038	47.0663265306	61.2464303712	Avoidance	2.718452e-17
Leptotrichia buccalis C-1013-b	523794	CP001685.1	Fusobacteria	0.0289176379993107	0.0144588189996554	0.985541183196316	0.30	2465610	27.593537415	51.2746789343	Avoidance	9.784702e-20
Kytococcus sedentarius DSM 20547	478801	CP001686.1	Actinobacteria	0.251813412328162	0.125906706164081	0.87409330290447	0.72	2785024	62.5850340136	61.3071440987	Non-Avoidance	0.9627246
Spirochaeta thermophila DSM 6192	665571	CP001698.1	Spirochaetes	0.371787655363701	0.814106183478522	0.18589382768185	0.62	2472645	48.1432940149	60.5994641661	Non-Avoidance	5.152958e-16
Chitinophaga pinensis DSM 2588	485918	CP001699.1	Bacteroidetes	8.88982427421928e-06	4.44491213710964e-06	0.99999555508869	0.45	9127347	34.9489795918	52.3974867725	Avoidance	2.79005e-21
Catenulispora acidiphila DSM 44928	479433	CP001700.1	Actinobacteria	0.000215893749198684	0.000107946874599342	0.999892053142197	0.70	10467782	60.7669616519	61.6218922076	Avoidance	0.2109363
Cyanothece sp. PCC 8802	395962	CP001701.1	Cyanobacteria	0.00544767989970391	0.00272383994985195	0.99727616043169	0.40	4669813	41.1027568922	55.3568297387	Avoidance	1.785873e-19
Jonesia denitrificans DSM 20603	471856	CP001706.1	Actinobacteria	1.07473847238081e-07	5.37369236190406e-08	0.999999946263089	0.58	2749646	53.1960531961	59.796314258	Avoidance	1.059757e-08
Kangiella koreensis DSM 16069	523791	CP001707.1	Proteobacteria	0.824015325098322	0.412007662549161	0.587992357043304	0.44	2852073	37.76106934	55.5169894045	Non-Avoidance	7.25358e-20
Anaerococcus prevotii DSM 20548	525919	CP001708.1	Firmicutes	5.31100244580631e-07	2.65550122290316e-07	0.99999973444995	0.36	1883067	27.7992277992	51.1891891892	Avoidance	1.073181e-21
Robiginitalea biformata HTCC2501	313596	CP001712.1	Bacteroidetes	1.86296342235207e-06	0.999999068518531	9.31481711176033e-07	0.55	3530383	42.6855426855	55.7383108483	Non-Avoidance	3.576298e-12
Chlamydophila pneumoniae LPCoLN	406984	CP001713.1	Chlamydiae	1.78453091636554e-11	8.9226545818277e-12	0.999999999991077	0.41	1241020	34.7363945578	50.7246376812	Avoidance	8.795769e-18
Candidatus Accumulibacter phosphatis clade IIA str. UW-1	522306	CP001715.1	Proteobacteria	0.301716067995145	0.150858033997573	0.849141975688073	0.64	5058518	50.3759398496	58.7224001348	Non-Avoidance	1.632674e-10
Desulfotomaculum acetoxidans DSM 771	485916	CP001720.1	Firmicutes	0.00132139667839221	0.000660698339196106	0.99933930172931	0.42	4545624	38.2205513784	56.113627007	Avoidance	5.40342e-23
Atopobium parvulum DSM 20469	521095	CP001721.1	Actinobacteria	9.25872253932691e-15	4.62936126966345e-15	0.999999999999995	0.46	1543805	42.6426426426	58.0524951393	Avoidance	1.392481e-22
Zymomonas mobilis subsp. mobilis NCIMB 11163	622759	CP001722.1	Proteobacteria	1.08904300478379e-07	5.44521502391894e-08	0.999999945547863	0.47	2124771	45.9064327485	57.9633027523	Avoidance	3.954332e-15
Eggerthella lenta DSM 2243	479437	CP001726.1	Actinobacteria	0.137448063733121	0.931275972996151	0.0687240318665606	0.64	3632260	49.574829932	61.6131084951	Non-Avoidance	1.084548e-14
Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446	521098	CP001727.1	Firmicutes	9.25939361232362e-05	4.62969680616181e-05	0.999953703037378	0.62	3018755	52.6315789474	60.7708479327	Avoidance	8.416592e-12
Aggregatibacter actinomycetemcomitans D11S-1	668336	CP001733.1	Proteobacteria	1.78112644687413e-13	8.90563223437067e-14	0.999999999999911	0.45	2105764	37.1173469388	55.0258376396	Avoidance	6.095945e-21
Desulfohalobium retbaense DSM 5692	485915	CP001734.1	Proteobacteria	0.000415093982279251	0.000207546991139626	0.999792453038498	0.58	2864304	46.2585034014	59.7295147176	Avoidance	1.40748e-18
Kribbella flavida DSM 17836	479435	CP001736.1	Actinobacteria	8.77940538499885e-06	0.999995610298191	4.38970269249943e-06	0.71	7579488	60.7669616519	61.9130434783	Non-Avoidance	0.1355281
Nakamurella multipartita DSM 44233	479431	CP001737.1	Actinobacteria	0.0541645732058638	0.0270822866029319	0.972917716173212	0.71	6060298	62.4195624196	62.2507369516	Avoidance	0.631076
Thermomonospora curvata DSM 43183	471852	CP001738.1	Actinobacteria	0.000366445011974358	0.999816777522047	0.000183222505987179	0.72	5639016	62.3224728488	62.7757041059	Non-Avoidance	0.8420407
Sebaldella termitidis ATCC 33386	526218	CP001739.1	Fusobacteria	0.457560126049319	0.22878006302466	0.771219956582935	0.33	4418842	28.231292517	51.4906219151	Non-Avoidance	2.289173e-19
Meiothermus ruber DSM 1279	504728	CP001743.1	Deinococcus-Thermus	0.00212858194057728	0.00106429097028864	0.998935709172395	0.63	3097457	49.2346938776	60.4232627895	Avoidance	8.245395e-14
Planctomyces limnophilus DSM 3776	521674	CP001744.1	Planctomycetes	0.0404719129627299	0.979764045091534	0.0202359564813649	0.54	5423075	47.4489795918	57.9034941764	Non-Avoidance	1.801705e-13
Bacillus cereus biovar anthracis str. CI	637380	CP001746.1	Firmicutes	4.99047968967568e-13	2.49523984483784e-13	0.99999999999975	0.35	5196054	33.7547408344	55.4871309016	Avoidance	5.438687e-23
Bifidobacterium dentium Bd1	401473	CP001750.1	Actinobacteria	0.000884537090613652	0.000442268545306826	0.999557731529435	0.59	2636367	50.7208387942	58.9383019863	Avoidance	2.254894e-08
Candidatus Puniceispirillum marinum IMCC1322	488538	CP001751.1	Proteobacteria	0.00581321405580132	0.00290660702790066	0.997093393471023	0.49	2753527	43.3166248956	58.2828282828	Avoidance	1.691554e-16
Treponema pallidum subsp. pallidum str. Chicago	666714	CP001752.1	Spirochaetes	0.00831107593449957	0.995844462606653	0.00415553796724978	0.53	1139281	48.798185941	56.2305833621	Non-Avoidance	4.751398e-07
Leuconostoc kimchii IMSNU 11154	762051	CP001758.1	Firmicutes	2.79922159291319e-06	1.3996107964566e-06	0.999998600389593	0.38	2002721	33.8095238095	53.2713825147	Avoidance	1.64819e-19
Anaplasma centrale str. Israel	574556	CP001759.1	Proteobacteria	9.59911079377788e-06	4.79955539688894e-06	0.999995200445805	0.50	1206806	44.4862155388	56.1668681983	Avoidance	1.989445e-14
Spirosoma linguale DSM 74	504472	CP001769.1	Bacteroidetes	0.266804023017092	0.133402011508546	0.866597997930622	0.50	8078757	38.2227891156	55.7781201849	Non-Avoidance	9.73231e-20
Stackebrandtia nassauensis DSM 44728	446470	CP001778.1	Actinobacteria	2.90227840551338e-07	1.45113920275669e-07	0.999999854886115	0.68	6841557	56.9727891156	60.5240021101	Avoidance	0.0002296361
Streptobacillus moniliformis DSM 12112	519441	CP001779.1	Fusobacteria	0.111246284290823	0.0556231421454117	0.944376866843338	0.26	1662578	24.377457405	49.7529200359	Non-Avoidance	3.461127e-18
Staphylococcus aureus subsp. aureus ED98	681288	CP001781.1	Firmicutes	1.98573070926608e-08	9.92865354633042e-09	0.999999990071349	0.33	2824404	31.3775510204	52.2298313012	Avoidance	1.618244e-21
Ammonifex degensii KC4	429009	CP001785.1	Firmicutes	0.000417520326582914	0.000208760163291457	0.999791239866113	0.59	2129237	52.1702486304	63.5174642253	Avoidance	4.607047e-12
